0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.12	0.82	-0.79	0.00	0.00	0.00	-6.47	4.03	-4.57	-2.50	0.77	-1.77	-0.21	0.55	0.00	-10.08	-8.98	-1.94
0.85	-0.27	0.15	-0.19	0.00	0.00	0.00	-0.06	0.04	-0.04	-1.05	0.33	-0.74	-0.14	0.15	0.00	-2.25	2.13	-1.59	-2.46	0.32	-1.74	-0.33	0.16	-0.24	-9.12	-8.97	-1.92
1.20	-0.41	0.18	-0.29	-0.12	0.23	0.00	-0.19	0.05	-0.13	-1.07	0.16	-0.76	-0.23	0.20	-0.16	-3.91	1.74	-2.77	-1.49	0.35	-1.05	-0.72	0.16	-0.51	-9.31	-8.89	-1.44
1.60	-0.48	0.19	-0.34	-0.89	0.20	-0.63	-0.36	0.01	-0.26	-0.77	0.17	-0.55	-0.19	0.23	0.00	-0.01	2.07	0.00	-1.78	0.36	-1.26	-0.67	0.17	-0.48	-8.92	-8.92	-1.64
2.00	-0.20	0.25	0.00	0.00	0.00	0.00	-0.09	0.21	0.00	-0.47	0.35	-0.34	0.00	0.00	0.00	0.00	0.00	0.00	-1.63	0.40	-1.15	-0.32	0.23	-0.22	-8.85	-8.85	-1.22
2.40	-1.40	0.20	-0.99	-0.80	0.29	-0.57	-0.56	0.19	-0.40	-1.61	0.14	-1.14	-1.13	0.41	-0.80	-0.29	3.27	0.00	-2.42	0.48	-1.71	-0.94	0.24	-0.66	-9.15	-9.15	-2.60
2.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.31	4.20	-3.04	-1.76	0.64	-1.25	0.00	0.00	0.00	-9.37	-8.86	-1.25
3.25	-2.67	0.24	-1.89	-1.21	0.57	-0.86	-1.16	0.15	-0.82	-0.89	0.41	-0.63	-0.99	0.79	-0.70	0.00	0.00	0.00	-1.84	0.74	-1.30	-1.67	0.25	-1.18	-9.26	-9.26	-2.99
3.75	-0.82	0.51	-0.58	0.00	0.00	0.00	-1.26	0.42	-0.89	-0.80	0.38	-0.57	-1.68	0.80	-1.19	-6.99	6.40	-4.94	-3.70	0.70	-2.62	-0.46	0.36	-0.33	-10.54	-9.31	-3.14
5.00	-1.55	0.47	-1.10	-0.70	1.01	0.00	-1.88	0.08	-1.33	-1.35	1.12	-0.95	-1.70	1.15	-1.20	0.00	0.00	0.00	-5.00	0.73	-3.54	0.00	0.00	0.00	-9.73	-9.73	-4.22
7.00	-7.67	2.12	-5.42	-10.97	2.40	-7.76	-7.58	1.80	-5.36	-10.26	2.87	-7.26	-7.01	1.48	-4.96	-6.08	13.99	0.00	0.00	0.00	0.00	-8.82	2.23	-6.24	-17.65	-17.65	-15.31
