0.55	-15.21	10.63	-10.75	-7.30	12.40	0.00	-1.36	5.99	0.00	-13.61	7.85	-9.62	-14.70	10.11	-10.40	-14.72	69.92	0.00	-16.13	16.19	0.00	-16.59	6.40	-11.73	-23.04	-23.04	-21.30
0.85	0.00	0.00	0.00	0.00	0.00	0.00	-2.47	1.83	-1.74	-3.88	8.55	0.00	0.00	0.00	0.00	-31.45	31.32	-22.24	-8.43	0.71	-5.96	-6.49	3.93	-4.59	-25.12	-11.68	-7.72
1.20	0.00	0.00	0.00	0.00	0.00	0.00	-5.99	2.08	-4.24	-0.22	5.23	0.00	-0.07	2.49	0.00	-11.23	19.61	0.00	-14.99	4.23	-10.60	-4.76	2.27	-3.37	-14.78	-14.78	-11.90
1.60	-3.68	2.39	-2.60	-5.10	3.02	-3.60	-2.91	1.63	-2.06	-7.10	4.70	-5.02	-4.35	2.64	-3.07	0.00	0.00	0.00	-7.76	3.60	-5.48	-8.97	2.23	-6.34	-14.35	-14.35	-11.36
2.00	-4.92	1.84	-3.48	-4.62	3.33	-3.26	-3.95	3.02	-2.79	-10.69	4.03	-7.56	-8.58	0.63	-6.07	0.00	0.00	0.00	-3.07	0.72	-2.17	-4.60	1.84	-3.25	-14.72	-14.72	-11.83
2.40	-1.11	2.64	0.00	-6.40	2.25	-4.53	-2.99	2.45	-2.11	-4.96	4.36	-3.51	0.00	0.00	0.00	-14.76	15.88	0.00	-5.82	3.54	-4.12	-3.18	2.53	-2.25	-11.67	-11.67	-7.70
2.80	-6.32	1.74	-4.47	-7.80	2.29	-5.51	-2.61	2.32	-1.85	-8.94	4.04	-6.32	-7.42	0.74	-5.24	-1.73	21.62	0.00	-1.96	0.61	-1.39	-7.38	2.30	-5.22	-15.07	-15.07	-12.26
3.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.04	4.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.28	0.53	-0.91	-1.09	1.88	0.00	-8.82	-8.82	-0.91
3.75	0.00	0.00	0.00	0.00	0.00	0.00	-2.34	4.76	0.00	-0.51	4.69	0.00	-6.97	1.46	-4.93	0.00	0.00	0.00	-4.99	4.43	-3.53	-2.38	2.46	0.00	-10.66	-10.66	-6.06
5.00	-1.19	2.25	0.00	-4.22	2.74	-2.99	-1.02	3.66	0.00	0.00	0.00	0.00	-0.18	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.00	2.92	-2.12	-9.50	-9.50	-3.66
7.00	0.00	0.00	0.00	0.00	0.00	0.00	-8.66	14.53	0.00	-12.08	16.77	0.00	-17.77	4.09	-12.57	-32.85	46.10	0.00	-12.12	5.15	-8.57	0.00	0.00	0.00	-17.56	-17.56	-15.21
